DEBUG:visited:https://www.cs.jhu.edu/
DEBUG:extracted:('https://www.cs.jhu.edu/', 'EMAIL', 'contactus@cs.jhu.edu')
DEBUG:extracted:('https://www.cs.jhu.edu/', 'EMAIL', 'contactus@cs.jhu.edu')
DEBUG:extracted:('https://www.cs.jhu.edu/', 'ADDRESS', 'am03312')
DEBUG:extracted:('https://www.cs.jhu.edu/', 'ADDRESS', 'am03312')
DEBUG:extracted:('https://www.cs.jhu.edu/', 'ADDRESS', 'am03312')
DEBUG:extracted:('https://www.cs.jhu.edu/', 'ADDRESS', 'am03312')
DEBUG:extracted:('https://www.cs.jhu.edu/', 'ADDRESS', 'am03312')
DEBUG:extracted:('https://www.cs.jhu.edu/', 'ADDRESS', 'am03312')
DEBUG:extracted:('https://www.cs.jhu.edu/', 'ADDRESS', 'am03312')
DEBUG:extracted:('https://www.cs.jhu.edu/', 'ADDRESS', 'am03312')
DEBUG:extracted:('https://www.cs.jhu.edu/', 'ADDRESS', 'am03312')
DEBUG:extracted:('https://www.cs.jhu.edu/', 'ADDRESS', 'am03312')
DEBUG:extracted:('https://www.cs.jhu.edu/', 'ADDRESS', 'am03312')
DEBUG:extracted:('https://www.cs.jhu.edu/', 'ADDRESS', 'am03312')
